,X,Y,OBJECTID,LICENSEE,LICENSE_NUM,DBA,OTP_CA10,ADDRESS,CITY,STATE,PROGRAM_ZIP,PHONE_NUMBER,CAPACITY,OPERATING_HOURS,DISPENSING_HOURS,WEEKEND_HOURS,WEEKEND_DISPENSING_HOURS,PROGRAM_DIRECTOR,MEDICAL_DIRECTOR,LATITUDE,LONGITUDE,COUNTYNAME
61,-118.346382,34.047945,62,American Health Services LLC, 19-140 ,,314M,5015 Pico Boulevard,Los Angeles,CA,90019,(323) 653-1677,150,6am - 10:00am; 11:00am - 2:30pm ,6am - 10:00am; 11:00am - 1:30pm ,8:30am - 9:30am,8:30am - 9:30am,Ramona Fluellen,"Michael Yadegari, M.D.",34.04781483,-118.3463897,Los Angeles County
62,-118.4667525,34.184385,63,American Health Services LLC, 19-143 ,,318M,"6265 Sepulveda Boulevard, Suite 9",Van Nuys,CA,91411,(818) 779-0555,250,5:30am - 9:00am; 10:00am - 2:00pm,5:30am - 9:00am; 10:00am - 1:00pm,7:00am - 11:00am,7:00am - 11:00am,Kristin Reynolds,"Michael Yadegari, M.D.",34.18437645,-118.466216,Los Angeles County
63,-118.4641425,33.999363,64,American Health Services LLC, 19-142 ,,315M,717 Lincoln Boulevard,Los Angeles,CA,90291,(310) 399-9883,200,5:00am - 1:30pm,5:00am - 12:30 pm,9:30am - 11:00am,9:30am - 11:00am,Vanessa Romero,"Michael Yadegari, M.D.",33.999363,-118.4641425,Los Angeles County
64,-118.1887155,33.917229,65,"Addiction Research and Treatment, Inc.", 19-147 ,BAART Programs Lynwood,205M,11682 Atlantic Avenue,Lynwood,CA,90262,(310) 537-5883,300,5:30am - 2:00pm,5:30am - 1:30pm,6:00am - 10:00am,6:00am - 10:00am,Robert Trevino,"Thomas Farnham, M.D.",33.91733738,-118.1889675,Los Angeles County
65,-118.1887155,33.917229,66,"BAART Behavioral Health Services, Inc.", 19-147D ,BAART Programs Lynwood,205M,11682 Atlantic Avenue,Lynwood,CA,90262,(310) 537-5883,15,5:30am - 2:00pm,5:30am - 1:30pm,6:00am - 10:00am,6:00am - 10:00am,Robert Trevino,"Thomas Farnham, M.D.",33.91733738,-118.1889675,Los Angeles County
66,-118.072323,33.834006,67,American Health Services LLC, 19-145 ,,326M,21505 Norwalk Boulevard,Hawaiian Gardens,CA,90716,(562) 916-7581,300,5am - 9:00am; 10:00am - 1:30pm,5am - 9:00am; 10:00am - 12:30pm,8:30am - 9:30am,8:30am - 9:30am,Mona Grimmitt,"Michael Yadegari, M.D.",33.834006,-118.072323,Los Angeles County
67,-118.0800675,34.579476,68,American Health Services LLC, 19-141 ,,316M,"2720 East Palmdale Boulevard, Suites 129, 130 & 131",Palmdale,CA,93550,(661) 947-3333,215,6:00am - 2:30pm,6:00am - 1:30pm,6:00am - 11:00am,6:00am - 10:00am,Brandie O'Brien,"Michael Yadegari, M.D.",34.58016516,-118.0800714,Los Angeles County
68,-118.539765,34.179471,69,"Tarzana Treatment Center, Inc.", 19-152 ,,294M,18646 Oxnard Street,Tarzana,CA,91356,(818) 996-1051,335,5:30am - 4:00pm,5:30am - 1:30pm,7:00am - 11:00am,7:00am - 11:00am,Jose Salazar,"E. Duane Carmalt, M.D.",34.17993611,-118.5397505,Los Angeles County
69,-118.400076,34.228206,70,"Narcotic Addiction Treatment Agency, Inc.", 19-150 ,BAART Programs Sun Valley,353M,8741 Laurel Canyon Boulevard,Sun Valley,CA,91352,(818) 768-5525,200,6:00am - 2:30 pm,6:00am - 2:00 pm,7:00am - 11:00am,7:00am - 11:00am,Lela Saenz,"Darrell Webb, M.D.",34.22836358,-118.3999266,Los Angeles County
70,-117.9068625,34.07751,71,"Aegis Treatment Centers, LLC", 19-153 ,,142M,1825 E. Thelborn Street,West Covina,CA,91791,(626) 915-3844,195,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,6:00am - 10:00am,6:00am - 10:00am; Closed Sunday,Jennifer Bozarth,"Daniel Radnia, M.D.",34.07732149,-117.9068625,Los Angeles County
71,-118.0836,33.99831,72,El Dorado  Community Service Center, 19-148 ,,346M,"5200 San Gabriel Place, Suites B & C",Pico Rivera,CA,90660,(562) 222-1331,300,5:30am - 2:00pm,5:30am - 1:00pm,8:30am - 9:30am,8:30am - 9:30am,Maria Garcia,"Michael Yadegari, M.D.",33.99841846,-118.0840198,Los Angeles County
72,-117.7517205,34.06842,73,"Aegis Treatment Centers, LLC", 19-155 ,,196M,1050 N. Garey Avenue,Pomona,CA,91767,(909) 623-6391,200,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,5:00am - 9:00am,5:00am - 9:00am,Jill Teagardin,"Claire Nelson, M.D.",34.06842,-117.7517205,Los Angeles County
73,-118.2629745,33.78951,74,"Aegis Treatment Centers, LLC", 19-157 ,,225M,1322 N. Avalon Boulevard,Wilmington,CA,90744,(310) 513-1300,275,5:00am - 6:30pm,5:00am-9:00am; 10:00am-12:30pm; 1:30pm-6:00pm,6:00am - 10:00am,6:00am - 10:00am,Penny Johnson,"Brian Talleur, M.D.",33.78949357,-118.2631662,Los Angeles County
74,-118.367262,33.961374,75,"Aegis Treatment Centers, LLC", 19-158 ,,200M,"614 West Manchester Boulevard, Suite 104",Inglewood,CA,90301,(310) 412-0879,170,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,6:30am - 10:30am,6:30am - 10:30am,Toni Jackson-Rainey,"Daniel Radnia, M.D.",33.96152948,-118.367262,Los Angeles County
75,-118.033767,34.074468,76,"Aegis Treatment Centers, LLC", 19-156 ,,213M,11041 E. Valley Boulevard,El Monte,CA,91731,(626) 442-4177,150,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,6:00am - 10:00am,6:00am - 10:00am,Anthony Ruiz,"Daniel Radnia, M.D.",34.074468,-118.033767,Los Angeles County
76,-118.21023,34.061994,77,"Addiction Research and Treatment, Inc", 19-161 ,BAART Programs Boyle Heights,279M,1701 Zonal  Avenue,Los Angeles,CA,90033,(323) 223-6298,350,24 hours/day,5:30am-1:00pm; 1:30pm-9pm; 9:30pm-5:00am,24 hours/7 days a week,5:30am-1:00pm; 1:30pm-9pm; 9:30pm-5:00am,Jamie Fernandez,"Thomas Farnham, M.D.",34.06188839,-118.2103116,Los Angeles County
77,-118.13175,34.171038,78,"Aegis Treatment Centers, LLC", 19-159 ,,277M,"1450 North Lake Avenue, Suite 150",Pasadena,CA,91104,(626) 794-1161,170,6:30 - 3:00pm,6:30am - 10:30am;11:30am - 2pm ,7:00am - 11:00am; Closed Sunday,7:00am - 11:00am; Closed Sunday,Liana Sinapyan,"Daniel Radnia, M.D.",34.17105703,-118.132131,Los Angeles County
78,-118.21023,34.061994,79,"BAART Behavioral Health Services, Inc.", 19-161D ,BAART Programs Boyle Heights,279M,1701 Zonal Avenue,Los Angeles,CA,90033,(323) 223-6298,25,24 hours/day,5:30am-1:00pm; 1:30pm-9pm; 9:30pm-5:00am,24 hours/7 days a week,5:30am-1:00pm; 1:30pm-9pm; 9:30pm-5:00am,Jamie Fernandez,"Thomas Farnham, M.D.",34.06188839,-118.2103116,Los Angeles County
79,-118.5905385,34.256952,80,"ALT Recovery Group 2, LLC", 19-164 ,,394M,"20946 Devonshire Street, Suite 100",Chatsworth,CA,91311,(818) 626-8053,150,5:00am - 12:45pm,5:00am - 11:00am ,7:00am - 9:00am; Closed Sunday,7:00am - 9:00am; Closed Sunday,Denise Vincioni,"Alexander Simopoulos, M.D.",34.256952,-118.5905385,Los Angeles County
80,-118.0283585,33.91701859,81,"Aegis Treatment Centers, LLC", 19-154,,206M,14240 and 14238 East Imperial Highway,La Mirada,CA,90638,(562) 946-1587,195,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,6:00am - 10:00am,6:00am - 10:00am; Closed Sunday,Elizabeth Quezada,"Daniel Radnia, M.D.",33.91701859,-118.0283585,Los Angeles County
81,-118.3040481,34.09805509,82,"Hollywood Medical Rehabilitation Care, Inc.", 19-163 ,,393M,5232 W. Sunset Blvd.,Los Angeles,CA,90027,(323) 660-0900,50,7:00am - 11:00am,7:00am - 11:00am,7:00am - 11:00am; Closed Sunday,7:00am - 9:00am; Closed Sunday,Denise Estrada,Faried Banimahd,34.09805509,-118.3040481,Los Angeles County
82,-122.521833,37.980162,83,Marin Treatment Center, 21-70 ,,075M,1466 Lincoln Avenue,San Rafael,CA,94901,(415) 457-3755,350,7:00am - 5:00pm ,7:00am - 10:00am; 10:30am - 1:30pm,7:45am - 10:30am; Closed Sunday,7:45am - 10:30am; Closed Sunday,Jonathan Fong,"Elyse Eisenberg, M.D.",37.97998229,-122.5220768,Marin County
83,-118.264851,33.924501,84,"Addiction Research and Treatment, Inc.", 19-165 ,MedMark Treatment Centers Los Angeles,351M,"11900 Avalon Boulevard, Suite 200 and 201",Los Angeles,CA,90061,(323) 242-0500,250,5:30am - 2:00pm,5:30am - 12:30pm,6:00am - 10:00am,6:00am - 10:00am,Louie Morales,"Jack Azad, M.D.",33.924501,-118.264851,Los Angeles County
84,-118.123956,34.578864,85,"Tarzana Treatment Center, Inc.", 19-166 ,,399M,320 East Palmdale Boulevard,Palmdale,CA,93550,(818) 996-1051,100,6:00am - 1:30pm,6:00am - 1:30pm,7:00am - 11:00am; Closed Sunday,7:00am - 11:00am; Closed Sunday,Jose Salazar,"E. Duane Carmalt, M.D.",34.578864,-118.123956,Los Angeles County
85,-123.2055585,39.151314,86,New Life Health Authority,23-02,"New Life, LLC",411M,280 E. Standley Street,Ukiah,CA,95482,(707) 466-0001,230,6:00am-2:00pm,6:00am-2:00pm,6:00am - 9:00am,6:00am - 9:00am,Noah Chutz,"Gregory Greenberg, M.D.",39.15104125,-123.2054733,Mendocino County
86,-121.6516545,36.671283,87,Valley Health Associates, 27-07 ,,281M,"427 Pajaro Street, Suite 4",Salinas,CA,93901,(831) 424-6655,130,6:30am - 3:30pm,6:30am - 11:00am; 12:30pm - 2:00pm,7:30am - 10:00am,7:30am - 10:00am,John Bokanovich,"Edgar Castellanos, M.D.",36.67129968,-121.6519558,Monterey County
87,-121.657059,36.660267,88,Community Human Services , 27-04 ,Off Main Clinic,202M,1083 South Main Street,Salinas,CA,93901,(831) 424-4828,285,6:00am - 2:30pm,6:00am - 11:00am,7:00am - 10:00am,7:00am - 10:00am,Jennifer Hazen,"Edgar Castellanos, M.D.",36.660267,-121.657059,Monterey County
88,-117.8370211,33.74580291,89,"California Treatment Services, LLC", 30-09 ,Recovery Solutions of Santa Ana,194M,2101 East 1st Street,Santa Ana,CA,92705,(714) 542-3581,705,5:00am - 3:00pm,5:00am - 1:00pm,6:15am - 9:15am; Closed Sunday,6:15am - 9:15am; Closed Sunday,Valerie Ortega,"Richard Bock, M.D.",33.74580291,-117.8370211,Orange County
89,-117.9845508,33.80631544,90,Western Pacific Med-Corp., 30-10 ,,201M,10751 Dale Avenue,Stanton,CA,90680,(714) 821-5311,500,5:30am - 2:15pm,5:30am - 12:30pm,5:30am - 9:30am,5:30am - 9:00am,Kimberly Johnson,"David Sami, M.D.",33.80631544,-117.9845508,Orange County
90,-117.921141,33.870141,91,Western Pacific Med-Corp., 30-11 ,,211M,218 East Commonwealth Avenue,Fullerton,CA,92832,(714) 992-4770,500,5:00am - 8:30am; 9:15am - 1:45pm,5:00am - 12:00pm,5:00am - 1:45pm,5:00am - 12:00pm,Jeffrey Carter,"David Sami, M.D.",33.87035616,-117.9211432,Orange County
91,-118.3547205,34.041276,92,CLARE | MATRIX, 19-131 ,Matrix Institute on Addictions,282M,"5220 West Washington Boulevard, Suites 101, 104, 200, 203, 206 - 208",Los Angeles,CA,90016,(323) 933-9186,400,5:00am - 11:00am; 12:00pm - 2:00pm ,5:00am - 11:00am; 12:00pm - 2:00pm ,7:00am - 10:00am,7:00am - 10:00am,"Stephen Rodgers, MA","Scott C. Fears, M.D., Ph.D.",34.041276,-118.3547205,Los Angeles County
92,-117.910737,33.652044,93,Western Pacific RE-HAB, 30-12 ,,264M,"275 Victoria Street, Suite 1H",Costa Mesa,CA,92627,(949) 629-2860,250,5:00am - 1:45pm,5:00am -12:00pm,5:00am - 9:00am,5:00am - 8:30am,Esperanza Hernandez,"David Sami, M.D.",33.6526045,-117.910737,Orange County
93,-117.921141,33.870141,94,Western Pacific RE-HAB, 30-13 ,,263M,218 East Commonwealth Avenue,Fullerton,CA,92832,(714) 992-4770,75,5:00am - 8:30am; 9:15am - 1:45pm,5:00am - 12:00pm,5:00am - 1:45pm,5:00am - 12:00pm,Jeffrey Carter,"David Sami, M.D.",33.87035616,-117.9211432,Orange County
94,-120.854709,38.703357,95,"Aegis Treatment Centers, LLC", 31-02MU1,,300M,"6390 Runnymeade Drive, Suite B",Placerville,CA,95667,(530) 291-5345,125,5am - 1:30pm,5am - 9am; 10am - 12:30pm,,,Deanna Meyer,"Michael Waring, M.D.",38.70430198,-120.8556344,El Dorado County
95,-117.6676965,33.563313,96,Western Pacific Med-Corp.,30-14,,406M,"26921 Crown Valley Parkway, Suite 200",Mission Viejo,CA,92691,(949) 334-8288,350,5:00am - 1:45 pm,5:00am - 12:30 pm,5:00am - 9:00am,5:00am - 8:30am,Heather Garcia,"David Sami, M.D.",33.563313,-117.6676965,Orange County
96,-121.273506,38.736603,97,"Aegis Treatment Centers, LLC", 31-02 ,,300M,"1133 Coloma Way, Suites A, B, & C",Roseville,CA,95661,(916) 774-6647,775,5:00am - 3:30pm,5:00am - 2:30pm,6:00am - 2:30pm; Closed Sunday,6:00am - 10:00am; 11:00am - 1:30pm,Deanna Meyer,"Michael Waring, M.D.",38.73639815,-121.2735027,Placer County
97,-117.3504581,34.00418624,98,"WCHS, Inc.", 33-05 ,Riverside Treatment Center,207M,1021 West La Cadena,Riverside,CA,92501,(951) 784-8010,580,5:00am - 2:00pm,5:00am - 9:30am; 10:30am - 1:00pm ,Sat 7:00am - 9:30am; Sun 7:00am - 8:00am,Sat 7:00am - 9:30am; Sun 7:00am - 8:00am,Tami Elkins,"Joseph Mott, M.D.",34.00418624,-117.3504581,Riverside County
98,-120.4961355,37.306467,99,"Aegis Treatment Centers, LLC", 24-02 ,,357M,"1343 W. Main Street, Suites A & B and 1349 W. Main Street",Merced,CA,95340,(209) 725-1060,430,5:00am - 1:30pm,5:00am - 1:00pm,6:00am - 9:00am,6:00am - 9:00am,Samantha Malough,"Marc Lasher, M.D.",37.30620431,-120.4962364,Merced County
99,-116.9660385,33.747282,100,"Evexia Health Services, LLC", 33-09 ,Evexia Health Services,392M,601 E. Florida Avenue,Hemet,CA,92543,(951) 391-1470,385,5:30am - 2:00pm,5:30am - 1:30pm,7:00am - 11:00am,7:00am - 11:00am,Evelyn Sosa,"Tommy Zaharakis, M.D.",33.747282,-116.9660385,Riverside County
100,-116.239857,33.70730314,101,Coachella Valley Treatment Center,33-11,,404M,"81709 Doctor Carreon Blvd., Suite B-1",Indio,CA,92201,(818)853-4539,100,7:00am - 11:00am,7:00am - 11:00am,7:00am - 8:00am,7:00am - 8:00am,Mariam Nikogosyan,"Dimple Agrawal, M.D.",33.70730314,-116.239857,Riverside County
101,-117.5607425,33.8710651,102,"Evexia Health Services, LLC", 33-10 ,,402M,109 E 111th St,Corona,CA,92879,(951) 427-3482,200,5:30am - 2:00pm,5:30am - 1:30 pm,8:00am - 10:00am,8:00am - 10:00am,Evelyn Sosa,"Tommy Zaharakis, M.D.",33.8710651,-117.5607425,Riverside County
102,-121.436775,38.494773,103,"Treatment Associates, Inc.", 34-08 ,Sacramento Treatment Clinic,341M,"7225 East Southgate Drive, Suite D",Sacramento,CA,95823,(916) 394-1000,550,5:00am - 12:30pm,5:00am - 12:30pm,7:00am - 10:00am; Closed Sunday,7:00am - 10:00am; Closed Sunday,Ashley Jameson,"Damandeep Baidwan, M.D.",38.494773,-121.436775,Sacramento County
103,-117.2044851,33.57064067,104,"WCHS, Inc.", 33-07 ,Temecula Valley Treatment Center,359M,"40700 California Oaks Road, Suites 201, 202, & 203",Murrieta,CA,92562,(951) 894-5072,525,5:00am - 1:30pm,5:00am - 12:00pm,7:00am - 9:30am; Closed Sunday,7:00am - 9:30am; Closed Sunday,Jay Herzog,"Paul Little, M.D.",33.57064067,-117.2044851,Riverside County
104,-116.5451895,33.841422,105,"WCHS, Inc.", 33-06 ,Desert Treatment Clinic,325M,"1330 North Indian Canyon Drive, Suites  A, B, C, & G",Palm Springs,CA,92262,(760) 322-9065,600,5:00am - 1:30pm,5:00am - 12:00pm ,6:00am - 9:00am; Closed Sunday,6:00am - 9:00am; Closed Sunday,Michael Courtois,"Joseph Mott, M.D.",33.841422,-116.5451895,Riverside County
105,-121.479849,38.572722,106,"C.O.R.E. MEDICAL CLINIC, INC.", 34-10 ,,193M,2100 Capitol Avenue,Sacramento,CA,95816,(916) 442-4985,800,6:00am - 2:30pm ,6:15am - 1:30pm; Thurs 6:15am - 1:00pm,7:00am - 10:00am; Closed Sunday,7:15am - 10:00am; Closed Sunday,"Garrett Stenson, MSW","Christine Bell, M.D.",38.572722,-121.479849,Sacramento County
106,-121.3293735,38.612529,107,"Bi-Valley Medical Clinic, Inc.", 34-13 ,BAART Programs Carmicheal,293M,6127 Fair Oaks Boulevard,Carmichael,CA,95608,(916) 974-8090,900,5:00am - 2:00pm; 3:00pm-8:00pm ,5:00am - 2:00pm; 3:00pm-8:00pm ,7:00am - 10:00am; 3:00pm - 5:00pm; Closed Sunday,7:00am - 10:00am; 3:00pm - 5:00pm; Closed Sunday,Lisa Fitzpatrick,"Ian Johnson, M.D.",38.612529,-121.3293735,Sacramento County
107,-121.3293735,38.612529,108,"BAART Behavioral Health Services, Inc.", 34-14 ,BAART Programs Carmicheal,293M,6127 Fair Oaks Boulevard,Carmichael,CA,95608,(916) 974-8090,10,5:00am - 2:00pm; 3:00pm-8:00pm ,5:00am - 2:00pm; 3:00pm-8:00pm ,7:00am - 10:00am; 3:00pm - 5:00pm; Closed Sunday,7:00am - 10:00am; 3:00pm - 5:00pm; Closed Sunday,Lisa Fitzpatrick,"Ian Johnson, M.D.",38.612529,-121.3293735,Sacramento County
108,-121.458573,38.638134,109,"Bi-Valley Medical Clinic, Inc.", 34-11 ,BAART Programs Norwood,274M,"310 Harris Avenue, Suite A, E, F, & G",Sacramento,CA,95838,(916) 649-6793,1200,5:00am - 2:00pm,5:15am - 1:30pm,7:00am - 10:00am,7:15am - 10:00am,Melissa Develey,"Khaled Aqeel, M.D.",38.638134,-121.458573,Sacramento County
109,-121.458573,38.638134,110,"BAART Behavioral Health Services, Inc.", 34-12 ,BAART Programs Norwood,274M,"310 Harris Avenue, Suite A, E, F, & G",Sacramento,CA,95838,(916) 649-6793,20,5:00am - 2:00pm,5:15am - 1:30pm,7:00am - 10:00am,7:15am - 10:00am,Melissa Develey,"Khaled Aqeel, M.D.",38.638134,-121.458573,Sacramento County
110,-117.288702,34.059402,111,"WCHS, Inc.", 36-05 ,Colton Clinical Services,036M,2275 East Cooley Drive,Colton,CA,92324,(909) 370-1777,650,5:00am - 2:30pm,5:00am - 2:00pm; Wed 5:00am - 11:00am; 1:00pm -2:00pm,7:00am - 10:00am,7:00am - 10:00am,Jessica Robles,"Steven Ruh, M.D.",34.059402,-117.288702,San Bernardino County
111,-117.652167,34.069095,112,"Aegis Treatment Centers, LLC", 36-11 ,,214M,"125 West ""F"" Street, Suite 101",Ontario,CA,91762,(909) 986-4550,470,5:00am - 6:30pm,5:00am - 12:30pm; 1:30pm - 5:30pm,5:00am - 9:00am,5:00am - 9:00am,Vincente Mozell,"Barry Solof, M.D.",34.06938954,-117.652167,San Bernardino County
112,-121.317885,38.583018,113,"Sunrise Health & Wellness, LLC", 34-15,,397M,"10089 Folsom Blvd, Suites A & C",Rancho Cordova,CA,95670,(916)366-6531,100,6:00am - 11:00am; 11:30am - 2:30pm,6:15am - 11:00am; 11:30am - 1:45pm,7:00am - 10:00am; Closed Sunday,7:00am - 10:00am; Closed Sunday,Mary Ann Laramee,"Ernest J. Vasti, M.D.",38.583018,-121.317885,Sacramento County
113,-121.4383725,38.494332,114,"MedMark Treatment Centers - Sacramento, Inc.", 34-09 ,MedMark Treatment Centers - Sacramento,340M,"7240 East Southgate Drive, Suites B, E, F & G",Sacramento,CA,95823,(916) 391-4293,630,4:30am - 1:30pm,5:00am - 1:00pm,7:00am - 10:00am,7:00am - 10:00am,Tanisha Caraveo,"Gilbert Greene, D.O.",38.494332,-121.4383725,Sacramento County
114,-117.217134,34.061832,115,"Aegis Treatment Centers, LLC", 36-13 ,,395M,"1889 W. Redlands Blvd, Bldg. 9",Redlands,CA,92373,(909) 501-5167,225,5:00am - 1:30pm,5:00am - 9:00am; 10:00am - 12:30pm,6:00am - 10:00am,6:00am - 10:00am,Christine Loupe,"Barry Solof, M.D.",34.061832,-117.217134,San Bernardino County
115,-117.1584945,32.776587,116,"San Diego Health Alliance, Inc.", 37-15 ,Fashion Valley Clinic,177M,7545 Metropolitan Drive,San Diego,CA,92108,(619) 718-9890,750,5:30am - 2:00pm; Wed 5:30am - 12:00pm,5:30am - 1:00pm; Wed 5:30am - 12:00pm,7:00am - 10:00am; Closed Sunday,7:00am - 10:00am; Closed Sunday,Karissa Shephard,"Kevin Feig, M.D.",32.77687835,-117.1585697,San Diego County
116,-116.962704,32.797089,117,"San Diego Health Alliance, Inc.", 37-09 ,El Cajon Treatment Center,163M,234 North Magnolia Avenue,El Cajon,CA,92020,(619) 579-8373,450,5:30am - 2:00pm; Wed 5:30am - 12:00pm,5:30am - 1:00pm; Wed 5:30am - 12:00pm,7:00am - 10:00am; Closed Sunday,7:00am - 10:00am; Closed Sunday,Alycia Cardona,"Kevin Feig, M.D.",32.797089,-116.962704,San Diego County
117,-117.0705645,33.126534,118,"Mission Treatment Services, Inc.", 37-17 ,,347M,161 N. Date Street,Escondido,CA,92025,(760) 745-7786,300,5:30am - 2:00pm; Wed 5:30am - 12:00pm,5:30am - 1:00pm; Wed 5:30am - 12:00pm,7:00am - 10:00am; Closed Sunday,7:00am - 10:00am; Closed Sunday,Joshua Palmer,"Kevin Feig, M.D.",33.12664154,-117.0703232,San Diego County
118,-117.067941,32.611887,119,"San Diego Treatment Services, LLC", 37-16 ,Third Avenue Clinic,175M,1155 Third Avenue,Chula Vista,CA,91911,(619) 498-8260,480,5:30am - 2:00pm; Wed 5:30am - 12:00pm,5:30am - 1:00pm; Wed 5:30am - 12:00pm,7:00am - 10:00am; Closed Sunday,7:00am - 10:00am; Closed Sunday,Stefanie Salmond,"Kevin Feig, M.D.",32.611887,-117.067941,San Diego County
119,-117.349776,34.465023,120,"Aegis Treatment Centers, LLC", 36-12 ,,295M,"11776 Mariposa Road, Suites 101, 103 & 104",Hesperia,CA,92345,(760) 956-2462,555,5:00am - 3:00pm,5:00am - 2:30pm,6:00am - 10:00am,6:00am - 10:00am,Susan Ortega,"Marc Forrest, M.D.",34.465023,-117.349776,San Bernardino County
